Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,letter
1580683382.9683647,194,1580683382,967684030,gps,42.1231818,71.0338232,10.300000190734863,331885.2371747843,4665454.850208253,19,T
1580683383.9701784,195,1580683383,969556093,gps,42.1231818,71.0338232,10.300000190734863,331885.2371747843,4665454.850208253,19,T
1580683384.9943855,196,1580683384,993736028,gps,42.1231818,71.0338232,10.300000190734863,331885.2371747843,4665454.850208253,19,T
1580683385.9681177,197,1580683385,967514991,gps,42.1231818,71.0338232,10.300000190734863,331885.2371747843,4665454.850208253,19,T
1580683386.968844,198,1580683386,968183994,gps,42.1231818,71.0338232,10.300000190734863,331885.2371747843,4665454.850208253,19,T
1580683387.9617078,199,1580683387,961046934,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683388.9964502,200,1580683388,995637893,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683389.968228,201,1580683389,967504024,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683390.967668,202,1580683390,966980934,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683391.993216,203,1580683391,992563962,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683392.9686267,204,1580683392,967919111,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683393.9679973,205,1580683393,967273950,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683394.9685614,206,1580683394,967947006,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683395.969732,207,1580683395,969007015,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683396.96895,208,1580683396,968307971,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683397.99799,209,1580683397,997402906,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683398.9629743,210,1580683398,962215900,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683399.9732153,211,1580683399,972604036,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683400.9692118,212,1580683400,968502998,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683401.9693024,213,1580683401,968585968,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683402.9937615,214,1580683402,993125915,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683403.9626448,215,1580683403,961940050,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683404.9937494,216,1580683404,993120908,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683405.9679632,217,1580683405,967194080,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683406.9688852,218,1580683406,968120098,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683407.9698555,219,1580683407,969221115,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683408.9687593,220,1580683408,968132972,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683409.9678042,221,1580683409,967063903,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683410.9694507,222,1580683410,968578100,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683411.9598982,223,1580683411,959135055,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683412.9664054,224,1580683412,965742111,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683413.9678223,225,1580683413,967119932,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683414.9675903,226,1580683414,966964006,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683415.9687216,227,1580683415,968122959,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683416.9692469,228,1580683416,968581914,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
