Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,letter,offset_utm_easting,offset_utm_northing,offset_header.stamp.secs
1580683395.96973,207,1580683395,969007015,gps,42.1231818,71.0338238,10.3000001907349,331885.187576974,4665454.85138961,19,T,1.18757697439287,0.851389613002539,202
1580683396.96895,208,1580683396,968307971,gps,42.1231818,71.0338238,10.3000001907349,331885.187576974,4665454.85138961,19,T,1.18757697439287,0.851389613002539,203
1580683397.99799,209,1580683397,997402906,gps,42.1231818,71.0338238,10.3000001907349,331885.187576974,4665454.85138961,19,T,1.18757697439287,0.851389613002539,204
1580683398.96297,210,1580683398,962215900,gps,42.1231818,71.0338238,10.3000001907349,331885.187576974,4665454.85138961,19,T,1.18757697439287,0.851389613002539,205
1580683399.97322,211,1580683399,972604036,gps,42.1231818,71.0338238,10.3000001907349,331885.187576974,4665454.85138961,19,T,1.18757697439287,0.851389613002539,206
1580683400.96921,212,1580683400,968502998,gps,42.1231818,71.0338238,10.3000001907349,331885.187576974,4665454.85138961,19,T,1.18757697439287,0.851389613002539,207
1580683401.9693,213,1580683401,968585968,gps,42.1231818,71.0338238,10.3000001907349,331885.187576974,4665454.85138961,19,T,1.18757697439287,0.851389613002539,208
1580683402.99376,214,1580683402,993125915,gps,42.1231818,71.0338238,10.3000001907349,331885.187576974,4665454.85138961,19,T,1.18757697439287,0.851389613002539,209
1580683403.96264,215,1580683403,961940050,gps,42.1231818,71.0338238,10.3000001907349,331885.187576974,4665454.85138961,19,T,1.18757697439287,0.851389613002539,210
1580683404.99375,216,1580683404,993120908,gps,42.1231818,71.0338238,10.3000001907349,331885.187576974,4665454.85138961,19,T,1.18757697439287,0.851389613002539,211
1580683405.96796,217,1580683405,967194080,gps,42.1231818,71.0338238,10.3000001907349,331885.187576974,4665454.85138961,19,T,1.18757697439287,0.851389613002539,212
1580683406.96889,218,1580683406,968120098,gps,42.1231818,71.0338238,10.3000001907349,331885.187576974,4665454.85138961,19,T,1.18757697439287,0.851389613002539,213
1580683407.96986,219,1580683407,969221115,gps,42.1231818,71.0338238,10.3000001907349,331885.187576974,4665454.85138961,19,T,1.18757697439287,0.851389613002539,214
1580683408.96876,220,1580683408,968132972,gps,42.1231818,71.0338238,10.3000001907349,331885.187576974,4665454.85138961,19,T,1.18757697439287,0.851389613002539,215
1580683409.9678,221,1580683409,967063903,gps,42.1231818,71.0338238,10.3000001907349,331885.187576974,4665454.85138961,19,T,1.18757697439287,0.851389613002539,216
1580683410.96945,222,1580683410,968578100,gps,42.1231818,71.0338238,10.3000001907349,331885.187576974,4665454.85138961,19,T,1.18757697439287,0.851389613002539,217
1580683411.9599,223,1580683411,959135055,gps,42.1231818,71.0338238,10.3000001907349,331885.187576974,4665454.85138961,19,T,1.18757697439287,0.851389613002539,218
1580683412.96641,224,1580683412,965742111,gps,42.1231818,71.0338238,10.3000001907349,331885.187576974,4665454.85138961,19,T,1.18757697439287,0.851389613002539,219
1580683413.96782,225,1580683413,967119932,gps,42.1231818,71.0338238,10.3000001907349,331885.187576974,4665454.85138961,19,T,1.18757697439287,0.851389613002539,220
1580683414.96759,226,1580683414,966964006,gps,42.1231818,71.0338238,10.3000001907349,331885.187576974,4665454.85138961,19,T,1.18757697439287,0.851389613002539,221
1580683415.96872,227,1580683415,968122959,gps,42.1231818,71.0338238,10.3000001907349,331885.187576974,4665454.85138961,19,T,1.18757697439287,0.851389613002539,222
1580683416.96925,228,1580683416,968581914,gps,42.1231818,71.0338238,10.3000001907349,331885.187576974,4665454.85138961,19,T,1.18757697439287,0.851389613002539,223
1580683417.96761,229,1580683417,967020988,gps,42.1231818,71.0338238,10.3000001907349,331885.187576974,4665454.85138961,19,T,1.18757697439287,0.851389613002539,224
1580683418.9688,230,1580683418,968153953,gps,42.1231818,71.0338238,10.3000001907349,331885.187576974,4665454.85138961,19,T,1.18757697439287,0.851389613002539,225
1580683419.9699,231,1580683419,969258069,gps,42.1231818,71.0338238,10.3000001907349,331885.187576974,4665454.85138961,19,T,1.18757697439287,0.851389613002539,226
1580683420.96893,232,1580683420,968269109,gps,42.1231818,71.0338238,10.3000001907349,331885.187576974,4665454.85138961,19,T,1.18757697439287,0.851389613002539,227
1580683421.96501,233,1580683421,964391946,gps,42.1231818,71.0338238,10.3000001907349,331885.187576974,4665454.85138961,19,T,1.18757697439287,0.851389613002539,228
1580683422.97011,234,1580683422,969460964,gps,42.1231818,71.0338238,10.3000001907349,331885.187576974,4665454.85138961,19,T,1.18757697439287,0.851389613002539,229
1580683423.97009,235,1580683423,969484090,gps,42.1231818,71.0338238,10.3000001907349,331885.187576974,4665454.85138961,19,T,1.18757697439287,0.851389613002539,230
